TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
St Joseph's PA,A10,34,24,113.8,97.5,0.8546,53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,52.3,46,37.9,34.2,65.9,2.1,R64,10,2014
St Louis,A10,33,26,104.9,90.4,0.8477,49.6,44.4,18.6,21,28.8,29,40.3,35.6,50.5,44.4,31.7,29.6,67.5,3.8,R32,5,2014
St Louis,A10,35,28,108,87.5,0.9181,50.4,45.5,17.6,23.6,27.9,29.1,44,35,50,44.1,34,33.1,64.7,3.8,R32,4,2013
St Louis,A10,36,23,101.3,95.7,0.6599,46.7,46.9,19.3,19.4,36,25.1,39.4,33.5,47.2,46.7,30.4,31.4,67.7,-3.2,R64,13,2019
St Mary's CA,WCC,34,29,118,93.8,0.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30,61.2,3.9,R32,7,2017
St Mary's CA,WCC,33,26,109.8,90.5,0.9024,52.7,48.3,17,19.2,27.4,21.7,23.3,25.1,52.5,47,35.5,34.3,63.7,3.9,R32,5,2022
St Mary's CA,WCC,34,27,112.1,90.5,0.9213,52,47.1,16.4,19.2,32.6,21.9,32,29.9,50.8,45.7,36.1,33.3,61.9,3.4,R32,5,2023
St Mary's CA,WCC,34,22,113.1,96.3,0.8637,53.8,48.9,16.2,16.3,31.2,23,29.1,29.1,52.3,49.2,37.8,32.1,64.1,-0.8,R64,11,2019
St Mary's CA,WCC,34,27,113.9,94.9,0.891,53.7,47.1,18.3,17.9,36.9,25,37,36.9,52.3,44,37.3,36.7,64.8,2.5,R64,11,2013
Saint Peter's,MAAC,33,22,99.4,93.1,0.6786,47.5,44.2,20.1,20.5,30.9,29,37.4,41.2,45.6,44.5,34.6,29.2,65.6,-5.6,E8,15,2022
San Diego St,MWC,34,29,109.4,90.7,0.896,46.7,44.4,15.2,20.6,36.1,29.4,45.1,32.4,45.1,43.5,34.2,30.8,64,6,S16,4,2014
San Diego St,MWC,35,26,103.1,87.5,0.8691,46.6,43.5,18.6,21.1,35.7,29.7,36.2,25.7,45.9,42.3,32,30.6,61.2,1.3,R32,8,2015
San Diego St,MWC,32,21,106,89.5,0.8752,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,66.8,0.4,R32,7,2013
San Diego St,MWC,32,22,110.2,94.9,0.8486,51.7,48.6,17,19,31.6,25,35.1,29.6,52,47.8,34.1,33.2,70,-1.5,R64,11,2018
San Diego St,MWC,26,23,111.1,90,0.9191,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,50.5,44.6,37.5,32.8,66,2.8,R64,6,2021
San Diego St,MWC,32,23,102.4,86.9,0.8675,48.7,44.1,19.3,21.9,29.5,27.3,31.1,31,46.7,43.5,35.4,30,65.3,2.6,R64,8,2022
San Diego St,MWC,38,32,110.8,89.5,0.9205,49.3,46.5,17.3,19.1,31.6,26.1,33.2,30.2,48.4,49.3,34,28.3,65.7,5.7,2ND,5,2023
San Francisco,WCC,33,24,110.2,93,0.8748,53.1,47.1,17.9,18.4,30,24,28.5,33,54.4,48.7,34.3,28.9,69,1.6,R64,10,2022
Seton Hall,BE,34,22,117.8,98.2,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52,50,36.5,33.8,70.7,2.5,R32,8,2018
Seton Hall,BE,34,25,110.8,91.4,0.9014,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,70.4,5.3,R64,6,2016
Seton Hall,BE,33,21,108.9,95.6,0.8178,49.9,49,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48,33.8,34.1,68.9,2.7,R64,9,2017
Seton Hall,BE,34,20,107.9,96.9,0.7749,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34,70.4,-0.4,R64,10,2019
Seton Hall,BE,31,21,105.4,93.4,0.8,47.2,45.6,17.7,18.5,32.3,29.1,30.5,27.8,45.8,45.1,33.2,31.1,67.6,1.9,R64,8,2022
SMU,Amer,33,26,111.1,94.6,0.8635,52.1,45.7,19.5,20.3,36.6,29.2,43.8,31.2,51.3,42.9,36.3,32.7,63.6,3.1,R64,6,2015
SMU,Amer,35,30,120,94.1,0.9426,54.6,46,16.9,18.3,37.2,26.4,36,24.6,51,44.1,40.6,32.1,64.8,6.4,R64,6,2017
South Carolina,SEC,36,26,108.7,89,0.9083,47.3,45.5,18.4,24.3,34,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7,F4,7,2017
S Dakota St,Sum,32,24,110.5,101.1,0.737,51.3,48,17.1,17.2,32.4,25.5,40.2,40.2,49.7,47.1,36.1,33.3,69.2,-1.2,R64,12,2016
S Dakota St,Sum,33,18,108.2,109.7,0.4612,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,68.5,-9.8,R64,16,2017
S Dakota St,Sum,31,28,113.2,100.4,0.7989,54.3,50,14,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,R64,12,2018
S Dakota St,Sum,32,22,109.7,103.7,0.6573,53.3,51.2,16.4,17.1,28.9,26.1,33,24.4,50.4,49.8,38.9,35.8,64,-3.2,R64,13,2013
S Dakota St,Sum,33,30,114.1,103.5,0.7542,59.2,51.4,15.3,15.8,23.7,24.3,34.6,21.3,55.9,50.3,43.7,35.2,69.6,1.5,R64,13,2022
SE Missouri St,OVC,34,19,99.4,107.8,0.2823,50.1,51.3,17.3,19,25,28.3,38.2,44.1,50.3,50.7,33.2,35,72,-11.7,R68,16,2023
Southern,SWAC,30,20,95.9,96.7,0.475,49.1,41.9,16.8,20.2,26.2,31.1,40.3,34.9,46,40.5,36.7,30,65,-5.7,R64,16,2013
Southern,SWAC,32,19,98.9,106.2,0.3065,48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,47.6,47.7,33.8,32.2,69.5,-8.1,R68,16,2016
St Bonaventure,A10,34,26,109.6,99.7,0.7485,51.6,49,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32,70.4,1.4,R64,11,2018
St Bonaventure,A10,20,16,111.1,92.9,0.8864,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,49.3,45.1,35.4,30.6,64.7,2.1,R64,9,2021
St. John's,BE,32,20,110.6,94.7,0.8569,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,48.2,44.9,34.5,32.6,67,2.3,R64,9,2015
St. John's,BE,34,21,107.4,99.5,0.7067,51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,50.7,50.3,35.8,34.2,72.3,-1.2,R68,11,2019
Stanford,P12,36,23,111.7,96.5,0.8436,51.3,48,17,17,29.3,28.1,45,37,49.9,45.8,36.4,34.9,67.2,1.1,S16,10,2014
SF Austin,Slnd,30,24,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,R32,14,2016
SF Austin,Slnd,33,30,112,101.6,0.7527,52.3,50.5,16.9,23.6,38.2,28.9,39.9,50.7,52.3,50,34.9,34.7,63.5,1.7,R32,12,2014
SF Austin,Slnd,31,26,111,98.8,0.7919,55.6,49,20.3,24.5,37.6,29.6,41.9,49.1,55.4,48.3,37.3,33.7,66.4,1.2,R64,12,2015
SF Austin,Slnd,31,28,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.8,R64,14,2018
Stony Brook,AE,31,24,104.6,99.2,0.648,52.2,47.6,17.3,18.4,34.8,26,32.2,27.6,50.7,45.8,37.2,34.1,67.8,-1.1,R64,13,2016
Syracuse,BE,40,30,113,87,0.9533,49,42.6,18.9,23.6,38.8,34.5,36.8,35.4,48.5,42.6,33.4,28.4,65.4,5.1,F4,4,2013
Syracuse,ACC,37,23,111.9,93.6,0.8857,50,47.3,18.1,20.4,33.5,35.3,35.4,28,47.2,48.1,36,30.7,65.5,-0.3,F4,10,2016
Syracuse,ACC,34,28,114.2,92.8,0.9156,48.2,48,14.8,21.9,38.1,31.5,38.2,36.7,47.7,45.5,33.1,34.5,61.5,7.9,R32,3,2014
Syracuse,ACC,34,20,110.5,94.2,0.8622,49.6,48.1,18.5,23.1,30.2,33.4,36.8,34.3,49.3,46.9,33.3,32.9,67.3,0.4,R64,8,2019
Syracuse,ACC,37,23,106,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64,-0.4,S16,11,2018
Syracuse,ACC,25,16,112.8,97.6,0.8402,50.7,48.5,16,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,S16,11,2021
TCU,B12,34,21,108.6,92.1,0.8698,48.7,47.4,21.4,18.6,37.7,26.1,31.4,26.9,50.3,48,30.2,30.9,65.9,2.9,R32,9,2022
TCU,B12,35,22,111.7,94.6,0.8704,50,48.1,16.7,21.6,32.2,30.5,34.1,30.1,51.5,49.2,31,30.8,69.7,2.2,R32,6,2023
TCU,B12,33,21,119.5,100.5,0.8804,56.5,52.3,17.8,17.4,34.2,26.1,34.1,30.5,55.1,50.1,39.4,37.6,70,2.2,R64,6,2018
Temple,A10,34,24,110.7,96.9,0.822,49,49,15.9,20.1,30.8,31.4,35.6,34.1,48.8,47.3,32.8,35.3,66.8,1.5,R32,9,2013
Temple,Amer,33,21,106.3,97.4,0.7318,47,46.4,13.8,16.2,29.1,29.7,26.6,28.7,44.9,46.3,33.7,31.2,66.5,-0.1,R64,10,2016
Temple,Amer,33,23,109.4,97.6,0.7866,49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,50.1,51.5,33,32.9,70.2,1.8,R68,11,2019
Tennessee,SEC,36,23,118.1,93.4,0.9374,49.8,46.5,16.8,16.9,39.7,27.5,41.8,31.5,50.6,44.5,31.9,34.5,63.1,0.4,S16,11,2014
Tennessee,SEC,35,26,114.2,92,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38,31.8,67.1,6.4,R32,3,2018
Tennessee,SEC,35,27,111.3,87.1,0.9439,50.7,46.4,17.7,22.9,32.4,27.2,29,31.5,48.5,46,35.9,31.3,67.4,8,R32,3,2022
Tennessee,SEC,26,18,108.8,89.2,0.9072,50.1,45.9,18.2,22.9,31.4,28.6,35.1,31.1,49.8,44.8,33.8,31.8,66.9,2.4,R64,5,2021
Tennessee,SEC,36,31,122.8,95.2,0.9488,55.3,48.1,15.8,18,31.6,30.2,33.3,34.9,55.4,44.7,36.7,35.4,68.8,9.9,S16,2,2019
Tennessee,SEC,36,25,111.2,87.5,0.9401,49.9,42.8,18.1,22.2,36.4,26.9,30.7,33.8,50.3,45.1,32.8,26.5,65.1,2.8,S16,4,2023
Texas,B12,35,24,112.4,96.7,0.8507,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41,46.9,42.9,32.7,35.2,68.7,3.6,R32,7,2014
Texas,B12,34,22,112.5,91.5,0.9152,50.1,47,17.8,23,31.6,29.8,32,39,50.5,46.6,33,31.8,63.5,3.4,R32,6,2022
Texas,B12,34,20,110.3,90.7,0.9048,49.1,42.1,20.1,14,37.9,28.6,36.6,34.8,48.3,37.7,33.8,34.7,62.8,0.9,R64,11,2015
Texas,B12,33,20,112.2,95.6,0.8627,49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,48.5,45.8,34.1,34.5,66.3,3.2,R64,6,2016
Texas,B12,34,19,109.3,93.7,0.8547,50,48.3,17,18,29.4,29.1,33,26.2,51.2,47.5,32,33.2,66.6,1.4,R64,10,2018
Texas,B12,26,19,113.8,93.5,0.9058,52.9,46.7,20.2,17.8,31.3,26.9,34,36.7,52.4,45.8,35.7,32.3,69.1,4.2,R64,3,2021
Texas,B12,38,29,116.1,91.8,0.9371,53.3,48.1,16.3,22.1,28.3,29,30.5,33.7,54,47.9,34.7,32.4,68.5,7.5,E8,2,2023
Texas A&M,SEC,37,28,113,92.2,0.9126,51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,51.3,45.6,34.1,33.3,68.4,5.2,S16,3,2016
Texas A&M,SEC,35,25,113.8,95.7,0.8808,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33,66,3.7,R64,7,2023
Texas A&M,SEC,35,22,111.2,94.7,0.864,51.4,46.9,19.2,15.3,33.9,27.3,32,27.6,52.5,45.7,32.9,32.6,70.3,1.9,S16,7,2018
TAM C. Christi,Slnd,31,24,105.8,107.4,0.4566,50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,48.3,54.1,36.4,33.8,68.9,-6,R64,16,2023
TAM C. Christi,Slnd,31,23,96.4,102.8,0.3223,47.2,49,19.7,22.6,34,28.8,38,42.3,46.9,50.3,31.8,31.5,69.2,-7.6,R68,16,2022
TX Southern,SWAC,35,22,101.9,108.1,0.3371,49.5,49.3,19.7,18.7,33.8,34.6,46.8,33.1,50,48.5,32.2,34.4,63.7,-4.5,R64,15,2015
TX Southern,SWAC,35,23,100.6,106.5,0.3437,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50,49.3,29.6,32.5,70,-4.4,R64,16,2017
TX Southern,SWAC,36,16,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,R64,16,2018
TX Southern,SWAC,23,16,97.3,103.5,0.3307,48.3,46.5,21.4,19.2,32.9,25.7,38.9,33.8,51,45.2,27.7,32.4,71.8,-4.5,R64,16,2021
TX Southern,SWAC,32,19,96.3,98.5,0.4356,48.2,45.3,21.4,17.3,33,28,33.6,33.4,48.6,45.1,31.4,30.4,68.1,-6.8,R64,16,2022
TX Southern,SWAC,33,18,106.1,112.9,0.3293,51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,50.7,48.9,35.8,35.6,67.6,-9.7,R68,16,2014
TX Southern,SWAC,33,14,95.4,105.4,0.2394,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,47.7,48.9,28,33.9,69.2,-13.5,R68,16,2023
Texas Tech,B12,27,17,112.3,92.2,0.9057,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,65.7,0.9,R32,6,2021
Texas Tech,B12,32,19,113.1,98.9,0.8227,50,49.6,17.8,19,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,67.2,1.3,R64,8,2016
Texas Tech,B12,37,27,112.7,91.5,0.917,52,46.4,17.8,21.7,32.9,28.7,39.3,38,51.1,45.1,35.9,32.3,67.6,4.7,E8,3,2018
Texas Tech,B12,38,31,115.2,85.2,0.9696,53.5,43,17.7,22.8,27.4,28.7,32.9,36.6,52.8,41.9,36.5,29.7,67.5,7,2ND,3,2019
Texas Tech,B12,37,27,110.5,85.4,0.9509,52.6,45.8,19.8,23.2,33.2,25.8,35.1,31.9,54.9,44.5,32.1,31.5,66.3,6.6,S16,3,2022
Troy,SB,35,22,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1,R64,15,2017
Tulsa,CUSA,34,21,105.6,95.8,0.7537,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,49.2,43.2,32.7,35.2,68.4,-3.6,R64,13,2014
Tulsa,Amer,32,20,109.5,99.6,0.7486,50.3,48.2,15.6,20.4,28,30.5,39.6,34.6,51.1,45,32.6,35.9,69.4,-1.2,R68,11,2016
UAB,CUSA,35,19,102.7,100.1,0.5721,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,65.3,-7.5,R32,14,2015
UAB,CUSA,33,27,111.8,99.1,0.8001,52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,50.8,47.8,38,32.9,68.9,-0.1,R64,12,2022
UC Davis,BW,34,23,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,70.3,-7.5,R64,16,2017
UC Irvine,BW,36,31,107.2,97.6,0.7458,51.3,44.1,17.5,16.7,33.7,27,28.7,33,50.1,40.7,35.9,33.9,66.6,0.7,R32,13,2019
UC Irvine,BW,32,19,105.1,96.8,0.7202,50.7,44.7,18.2,17.2,30,30.7,30.2,35.3,47.8,42.4,38.2,33.6,63.9,-4.6,R64,13,2015
UC Santa Barbara,BW,24,22,107.9,97.6,0.7615,53,47.7,16.5,20.8,28.2,24.5,35.5,28,53.4,46.6,34.8,33.4,65.8,-0.2,R64,12,2021
UC Santa Barbara,BW,33,27,110,105.7,0.6126,54.1,50.1,17,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,64.4,-1.5,R64,14,2023
UCF,Amer,33,24,112.7,93.3,0.898,52.9,45.4,17.6,18,29.5,29.6,45.3,29.2,52,44.5,36.5,31.3,66.4,2,R32,9,2019
UCLA,P12,37,28,119,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53,48.6,38,34.4,70.2,4.5,S16,4,2014
UCLA,P12,36,22,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0,S16,11,2015
UCLA,P12,36,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,S16,3,2017
UCLA,P12,35,25,110,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,R64,6,2013
UCLA,P12,33,21,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0,R68,11,2018
UCLA,P12,26,17,112.3,97.5,0.835,52,50.7,16.6,17.6,30.4,24.4,32.6,28,50.6,49.4,36.7,35.1,64.7,1,F4,11,2021
UCLA,P12,35,27,115.8,92.2,0.9321,50.6,47.6,13.2,19.4,31.3,25.3,29.5,28.3,49.5,47.3,35.4,32.1,65.4,5.1,S16,4,2022
UCLA,P12,37,31,114.9,88.5,0.9528,51.1,46.8,14.9,23.3,33,28.2,27.4,27.5,50.6,46.9,34.9,31.1,66.1,8.4,S16,2,2023
UMBC,AE,33,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51,38.2,35,69.3,-4.9,R32,16,2018
UNC Asheville,BSth,32,20,101.2,99.4,0.5487,49.6,49.3,18.6,22.2,31.6,29.3,41.8,33,50.2,52.1,32.1,29.6,71,-6.3,R64,15,2016
UNC Asheville,BSth,33,27,102.3,103.5,0.4657,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,51.1,49.5,38.6,30.6,68.2,-1.9,R64,15,2023
UNC Greensboro,SC,32,27,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26,39.2,51.1,47.3,35,31.9,66.2,-1.6,R64,13,2018
UNC Greensboro,SC,29,21,102.3,97.5,0.6353,48.2,48.1,15.6,21,32.4,25.9,23.8,36.4,50.3,48.3,30,31.9,68.3,-3.5,R64,13,2021
UNC Wilmington,CAA,31,23,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51,46.1,34.4,33.9,71.3,-0.7,R64,13,2016
UNC Wilmington,CAA,33,29,117.7,105,0.7881,55,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34,71.5,1.5,R64,12,2017
UNLV,MWC,34,24,104.7,88.4,0.8749,48.9,44.1,20.2,18.5,33.3,27.1,36.7,29.6,48.9,42.6,32.6,31.6,69.3,1.8,R64,5,2013
USC,P12,36,26,113.3,100.6,0.7966,52.2,50.1,15.7,17.9,31,31.4,36.8,24,51,47.2,36.2,36.8,70.1,1.3,R32,11,2017
USC,P12,34,21,113.7,98.7,0.8352,52.2,47.3,16.6,16.7,32.1,31.6,35.1,28.3,49.4,46.6,38.7,32.5,72.1,0.2,R64,8,2016
USC,P12,34,26,108.6,96.2,0.8021,51.2,44.7,17.9,14.4,33.5,26.7,30.9,26.8,50.1,42,35.7,33.2,66.2,4.1,R64,7,2022
USC,P12,33,22,111.8,97.4,0.8298,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51,42.7,34.5,33.4,68,2.1,R64,10,2023
USC,P12,29,22,112,92,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,E8,6,2021
Utah,P12,34,25,114.9,88.7,0.9513,55.2,43,18.2,18.3,31.3,28.4,43.4,34.3,52.3,41.4,40.1,31.2,61.4,3.7,S16,5,2015
Utah,P12,35,26,115.8,97.3,0.8807,55.1,48,18.2,15.3,29.2,27.8,37.9,23,55.5,44.5,36.3,37.1,66.9,5.6,R32,3,2016
Utah St,MWC,34,28,111.3,96.8,0.8329,53.9,46.5,18.2,17.3,32,22.3,36.7,34.3,54.2,42.2,35.7,35.3,69.6,2,R64,8,2019
Utah St,MWC,27,20,105.2,90,0.8569,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33,69,-1.1,R64,11,2021
Utah St,MWC,34,26,115.4,98,0.867,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,68.6,2.9,R64,10,2023
Valparaiso,Horz,31,25,105,94.5,0.7706,51.3,45.2,19,18.6,34.7,27.4,36.6,33.4,48,42.3,38.4,33.4,63.1,0.1,R64,13,2015
Valparaiso,Horz,33,25,107.8,97.9,0.7514,55.7,46.2,21.8,19.5,31.2,28.2,41.7,36.8,55.7,44.5,37.1,33.8,65.6,-0.8,R64,14,2013
Vanderbilt,SEC,35,19,112.5,93.8,0.8898,52.1,48.1,18.2,16.1,24.8,27,34.8,30.7,48.1,46.8,37.6,33.8,67,0.1,R64,9,2017
Vanderbilt,SEC,33,19,114.5,93.2,0.9148,52.9,43.1,16.8,14.2,27.2,29.3,39.8,34.4,50.1,42.6,38.2,29.4,68.7,-0.3,R68,11,2016
VCU,A10,36,25,112.1,94.2,0.8811,51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,R32,10,2016
VCU,A10,36,27,113.8,92.1,0.9195,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,68.1,2.6,R32,5,2013
VCU,A10,36,26,108.4,94,0.8373,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,67.2,3,R64,7,2015
VCU,A10,35,26,108.1,95.9,0.7988,51,47.5,17.8,21,31.3,27.5,36.4,40.9,51.5,46,33.1,33.8,70.1,1.3,R64,10,2017
VCU,A10,33,25,104.6,87.6,0.8838,50.1,43.5,20,23.4,31,30.6,35.7,36.6,53.1,43.8,30.5,28.5,69.7,1.1,R64,8,2019
VCU,A10,35,26,108.3,89.8,0.8955,47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,45.6,48.8,34.9,30.3,70.8,3.6,R64,5,2014
VCU,A10,26,19,104.6,89.7,0.854,50.9,45.8,20.6,23.5,28.3,31.3,34,35.4,51.7,45.9,32.9,30.5,70,1.3,R64,10,2021
VCU,A10,35,27,105.5,93.4,0.8026,52,46.9,19.6,23.9,28.9,30,41.6,31.1,51.9,46.4,34.8,31.9,67.9,1,R64,12,2023
Vermont,AE,34,29,110,98.2,0.7864,55.3,48.6,17,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,65.8,0.7,R64,13,2017
Vermont,AE,33,27,107,98.1,0.7324,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,66.7,-1,R64,13,2019
Vermont,AE,33,28,109.7,97.3,0.7984,57.1,47.7,14.7,16.8,23.7,18.7,26.7,23.3,58.6,45.3,36.8,34.4,64.8,-0.8,R64,13,2022
Vermont,AE,33,23,109.7,102.5,0.6873,54.8,51,14.3,16.6,19.2,22.3,28.1,26.9,55.4,50.1,36,35.1,64.5,-3.8,R64,15,2023
Villanova,BE,40,35,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,66.7,8.9,Champions,2,2016
Villanova,BE,36,33,121.9,91.1,0.9663,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53,45.3,38.9,30.5,64.7,11.3,R32,1,2015
Villanova,BE,36,32,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35,22.1,59.2,49.1,36.9,31.1,65.6,11.1,R32,1,2017
Villanova,BE,36,26,114.6,98.9,0.8448,53.2,50.4,16.9,18,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,R32,6,2019
Villanova,BE,34,29,115.2,92.5,0.926,53.6,46.3,17.3,20,32.6,28.7,44.5,38.6,53.8,43,35.6,35.3,67.6,8.3,R32,2,2014
Villanova,BE,33,19,105.3,90.5,0.8507,47.3,47.3,22.9,22,33.1,29.5,50.6,40.9,46,42.4,33.2,37.3,67.7,0.3,R64,9,2013
Villanova,BE,40,36,128.4,94.1,0.9725,59.5,48.5,15,18.2,29.6,27.1,29.4,26.7,59,49,40.1,31.7,69.6,10.6,Champions,1,2018
Villanova,BE,22,16,117.9,96.7,0.9076,52.8,51.8,13.5,19,27.9,24.8,30,25.8,52.8,51,35.2,35.4,65.1,3.2,S16,5,2021
Villanova,BE,38,30,117.2,93,0.9346,51.5,47.3,15.5,18.4,31.2,28.9,29.8,25,49.5,48.1,35.9,30.8,62.2,7.3,F4,2,2022
Virginia,ACC,37,30,114.6,89.5,0.9449,50.8,44.2,16.5,18.4,33.9,25.8,42,32.5,49,42.1,36.9,32.3,61.2,8.2,S16,1,2014
Virginia,ACC,37,29,119.9,91,0.96,54.8,48.4,15.1,18.8,29.9,25.2,32.1,33.4,52.6,46.3,40.3,34.7,61.9,8.6,E8,1,2016
Virginia,ACC,34,30,112.1,84.1,0.9648,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,58.4,10,R32,2,2015
Virginia,ACC,34,23,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26,33.8,49.7,45.1,38.5,31.7,60.3,5,R32,5,2017
Virginia,ACC,34,31,114.6,86.7,0.9612,52.7,44.3,14,20.9,27,25.6,24.5,26.2,50.1,42.8,38.3,31,60.5,11.3,R64,1,2018
Virginia,ACC,24,18,114.6,93.9,0.9079,56.1,47.9,15.4,15.2,23.1,22.6,22,24.6,55.3,46.1,38.1,34,59.9,3.4,R64,4,2021
Virginia,ACC,33,25,110,94,0.8591,51.2,48.3,13.6,19.5,25.6,24.9,34.7,26.3,50.4,46.4,35,34.1,61.3,4.1,R64,4,2023
Virginia,ACC,38,35,123,89.9,0.9736,55.2,44.7,14.7,17.5,30.4,25.4,29.1,26.3,52.5,45.7,39.5,28.9,60.7,11.1,Champions,1,2019
Virginia Tech,ACC,33,22,118.4,102.5,0.8401,56.9,51,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49,40.3,36.3,70,3.3,R64,9,2017
Virginia Tech,ACC,33,21,115.2,98.6,0.8579,57.7,50.4,17,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,R64,8,2018
